"codreg";"subcreg";"coddist";"codserv";"tiposerv";"nomserv";"dire";"dccion";"telef";"email";"area";"unrocons";"unroficha";"activo";"unrolabo";"codigoesta";"observ";"desdemes";"desdeano";"latitud";"longitud";"receta"
"15";".";"004";"615";"DI";"D.I.- NEPOXEN";"";"";"";"";"1";"39";"0";"1";"0";"15004615";"solicitud enviada por correo al Lic. Espinoza (07/04/17)    ";"4";"2017";NULL;NULL;"2"
"07";".";"030";"719";"IPS";"IPS- CONVENIO ITAPUA POTY";"";"";"";"";"1";"0";"0";"1";"0";"07030719";"SIMESE N° 19453/2015";"4";"2015";NULL;NULL;"2"
"08";".";"001";"702";"IPS";"IPS- US SAN JUAN BAUTISTA";"";"";"";"";"1";"0";"0";"1";"0";"08001702";"SIMESE N° 19453/2015";"4";"2015";NULL;NULL;"2"
"02";"NOR";"006";"106";"USF";"USF- PASO TUNA- SATÉLITE";"";"";"";"";"1";"4010";"0";"1";"0";"02006106";"          SIMESE 11170/2015      ";"2";"2015";NULL;NULL;"2"
"08";".";"003";"703";"IPS";"IPS- US SAN IGNACIO";"";"";"";"";"1";"0";"0";"1";"0";"08003703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"08";".";"007";"705";"IPS";"IPS- PS CONVENIO STA. ROSA";"";"";"";"";"1";"0";"0";"1";"0";"08007705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"08";".";"010";"708";"IPS";"IPS- PS CONVENIO YABEBYRY";"";"";"";"";"1";"0";"0";"1";"0";"08010708";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"14";".";"001";"364";"PS";"P.S. SAN PEDRO-CANINDEYU";"";"";"(0983) 258408 LIC. MARIA PERLA";"";"1";"502";"0";"1";"0";"14001364";"                ";"1";"2000";"-24.0497222";"-54.3120278";"2"
"05";".";"013";"306";"PS";"P.S. TACUA CORA (CALLE 6)";"INANCTIVO";"";"";"";"1";"0";"0";"2";"0";"05013306";"          Expte. N° 406/2011      ";"1";"2000";"-25.3983226";"-56.3786239";"2"
"09";".";"002";"703";"IPS";"IPS- PS CONVENIO ACAHAY";"";"";"";"";"1";"0";"0";"1";"0";"09002703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"001";"702";"IPS";"IPS- US CONVENIO PARAGUARI";"";"";"";"";"1";"0";"0";"1";"0";"09001702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"005";"705";"IPS";"IPS- PS CARAPEGUA";"";"";"";"";"1";"0";"0";"1";"0";"09005705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"007";"706";"IPS";"IPS- PS CONVENIO LA COLMENA";"";"";"";"";"1";"0";"0";"1";"0";"09007706";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"003";"704";"IPS";"IPS- PS CONVENIO CAAPUCU";"";"";"";"";"1";"0";"0";"1";"0";"09003704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"008";"707";"IPS";"IPS- PS CONVENIO MBUYAPEI";"";"";"";"";"1";"0";"0";"1";"0";"09008707";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"010";"708";"IPS";"IPS- PS CONVENIO QUINDY";"";"";"";"";"1";"0";"0";"1";"0";"09010708";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"011";"709";"IPS";"IPS- PS CONVENIO QUYQUYHO";"";"";"";"";"1";"0";"0";"1";"0";"09011709";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"014";"710";"IPS";"IPS- US TEBICUARI";"";"";"";"";"1";"0";"0";"1";"0";"09014710";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"09";".";"016";"711";"IPS";"IPS- PS YBYCUI";"";"";"";"";"1";"0";"0";"1";"0";"09016711";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"10";".";"001";"701";"IPS";"IPS- HR CIUDAD DEL ESTE";"ORLANDO RAMIREZ DUARTE";"";"";"orliramirez80@gmail.com";"1";"11";"0";"1";"0";"10001701";"Orlando Ramirez, encargado de estadística. S. 127809
SIMESE N° 19453/15      ";"4";"2015";NULL;NULL;"2"
"01";".";"001";"570";"DISP";"D.M. CALLE 3";".";".";".";".";"1";"0";"0";"2";"0";"01001570";"          pertenece al distrito 1 a partir del año 2010      ";"1";"2000";NULL;NULL;"2"
"10";".";"002";"702";"IPS";"IPS- US PTO. PDTE. FRANCO";"";"";"";"";"1";"0";"0";"1";"0";"10002702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"10";".";"005";"703";"IPS";"IPS- US HERNANDARIAS";"";"";"";"";"1";"0";"0";"1";"0";"10005703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"10";".";"006";"704";"IPS";"IPS- PS ITAKYRY";"";"";"";"";"1";"0";"0";"1";"0";"10006704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"10";".";"013";"706";"IPS";"IPS- SMT SANATORIO CORAZON DE JESUS";"";"";"";"";"1";"0";"0";"1";"0";"10013706";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"004";"704";"IPS";"IPS- PS GUARAMBARE";"";"";"";"";"1";"0";"0";"1";"0";"11004704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"006";"705";"IPS";"IPS- PS ITAUGUA";"";"";"";"";"1";"0";"0";"1";"0";"11006705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"01";".";"003";"A08";"HP";"CLINICA SAN LUIS GONZAGA";"";"";"";"";"0";"0";"0";"1";"0";"01003A08";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"11";".";"016";"709";"IPS";"IPS- US VILLETA";"";"";"";"";"1";"0";"0";"1";"0";"11016709";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"017";"710";"IPS";"IPS- US YPACARAY";"";"";"";"";"1";"0";"0";"1";"0";"11017710";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"002";"702";"IPS";"IPS- CLINICA PERIFERICA CAMPO VIA";"";"";"";"";"1";"0";"0";"1";"0";"11002702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"003";"703";"IPS";"IPS- CLINICA INGAVI PERIFERICA";"";"";"";"";"1";"0";"0";"1";"0";"11003703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"10";".";"011";"705";"IPS";"IPS- PS MINGA GUAZU";"";"";"";"";"1";"1";"0";"1";"0";"10011705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"010";"707";"IPS";"IPS- CLINICA IYRENDAGUE";"";"";"";"";"1";"0";"0";"1";"0";"11010707";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"11";".";"013";"708";"IPS";"IPS- US SAN ANTONIO";"";"";"";"";"1";"0";"0";"1";"0";"11013708";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"12";".";"002";"702";"IPS";"IPS- PS ALBERDI";"";"";"";"";"1";"0";"0";"1";"0";"12002702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"13";".";"001";"701";"IPS";"IPS- HR PEDRO J. CABALLERO";"";"";"";"";"1";"0";"0";"1";"0";"13001701";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"13";".";"002";"702";"IPS";"IPS- PS CONVENIO BELLA VISTA NORTE";"";"";"";"";"1";"0";"0";"1";"0";"13002702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"13";".";"003";"703";"IPS";"IPS- US CAPITAL BADO";"";"";"";"";"1";"0";"0";"1";"0";"13003703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"14";".";"001";"702";"IPS";"IPS- PS CONVENIO SALTO DEL GUAIRA";"";"";"";"";"1";"0";"0";"1";"0";"14001702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"14";".";"003";"703";"IPS";"IPS- US CURUGUATY";"";"";"";"";"1";"0";"0";"1";"0";"14003703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"14";".";"007";"704";"IPS";"IPS- US PUENTE KYJHA";"";"";"";"";"1";"13";"0";"1";"0";"14007704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"15";".";"002";"701";"IPS";"IPS- HR BENJAMIN ACEVAL";"";"";"";"";"1";"0";"0";"1";"0";"15002701";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"15";".";"003";"702";"IPS";"IPS- PS PTO. FONCIERE Y PTO. PINASCO";"";"";"";"";"1";"0";"0";"1";"0";"15003702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"16";".";"002";"702";"IPS";"IPS- SMT NEULAND";"";"";"";"";"1";"0";"0";"1";"0";"16002702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"16";".";"004";"704";"IPS";"IPS- SMT HOSP. FILADELFIA";"";"";"";"";"1";"0";"0";"1";"0";"16004704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"17";".";"005";"703";"IPS";"IPS- US BAHIA NEGRA";"";"";"";"";"1";"0";"0";"1";"0";"17005703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"16";".";"005";"705";"IPS";"IPS- SMT HOSP. LOMA PLATA";"";"";"";"";"1";"0";"0";"1";"0";"16005705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"17";".";"002";"702";"IPS";"IPS- USF LA VICTORIA Y PTO. CASADO";"";"";"";"";"1";"0";"0";"1";"0";"17002702";"          SIMESE N° 19453/15      ";"4";"2015";NULL;NULL;"2"
"18";".";"030";"702";"IPS";"IPS- BOQUERON";"";"";"";"";"1";"0";"0";"1";"0";"18030702";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"18";".";"030";"703";"IPS";"IPS- CLINICA NANAWA";"";"";"";"";"1";"0";"0";"1";"0";"18030703";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"18";".";"030";"704";"IPS";"IPS- 12 DE JUNIO";"";"";"";"";"1";"0";"0";"1";"0";"18030704";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"18";".";"030";"705";"IPS";"IPS- ISLA POI - ZEBALLOS CUE";"";"";"";"";"1";"0";"0";"1";"0";"18030705";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"18";".";"030";"706";"IPS";"IPS- H.G.GERARDO BOUNGERMINI";"";"";"";"";"1";"0";"0";"1";"0";"18030706";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"07";".";"004";"704";"IPS";"IPS- PS CONVENIO CAP. MEZA";"";"";"";"";"1";"139";"0";"1";"0";"07004704";"SIMESE N° 19453/2015";"4";"2015";NULL;NULL;"2"
"01";".";"006";"352";"PS";"P.S. CERRO MORADO";"";"";"N/T";"";"1";"0";"0";"1";"0";"01006352";"                ";"1";"2000";"-22.2871944";"-57.8773889";"2"
"02";"NOR";"002";"346";"PS";"PS MONTE ALTO";"CERRADO";"";"N/T";"";"1";"1";"0";"1";"0";"02002346";"                ";"1";"2000";"-24.0850000";"-57.2000000";"2"
"01";".";"006";"310";"PS";"EX VÍA PUNTA";"";"";"N/T";NULL;"1";"0";"0";"1";"0";"01006310";NULL;"1";"2000";"-22.8677778";"-57.0402778";"2"
"01";".";"001";"347";"DM";"VILLA CONAVI";"";"A";"";"";"1";"0";"0";"2";"0";"01001347";NULL;"1";"2000";"-23.4173550";"-57.4214384";"2"
"02";"NOR";"003";"533";"PS";"PS SAN RAFAEL";"AMELIA TERESA MEDINA";"";"0984-866247";"";"1";"0";"0";"1";"0";"02003533";"          SE ELIMINA EL NOMBRE DE ASENTAMIENTO S/28-07-11      ";"1";"2000";"-24.1918580";"-56.6173550";"2"
"02";"NOR";"004";"321";"PS";"PS JUGUÁ REY";"";"";"982343418";"";"1";"0";"0";"2";"0";"02004321";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"1";"2000";"-24.3668611";"-56.7165833";"2"
"01";".";"007";"329";"PS";"COLONIA EPOPEYA NACIONAL";"";"";"N/T";NULL;"1";"0";"0";"1";"0";"01007329";NULL;"1";"2000";"-22.7770780";"-56.3228330";"2"
"02";"NOR";"004";"336";"PS";"PS YURUHEY";"";"";"0986-268856";"";"1";"0";"0";"2";"0";"02004336";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"1";"2000";"-24.3858611";"-56.6783889";"2"
"02";"SUR";"005";"344";"PS";"P.S. TUYANGO";"";"";"N/T";"";"1";"604";"0";"1";"0";"02005344";"                ";"1";"2000";"-24.5731944";"-56.7045000";"2"
"02";"NOR";"004";"547";"PS";"PS COLONIA MBARETÉ";"";"";"N/T";"";"1";"0";"0";"2";"0";"02004547";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"1";"2000";"-24.3594444";"-56.7075000";"2"
"02";"NOR";"004";"546";"PS";"PS TACUAROL";"";"";"0981-369842";"";"1";"0";"0";"2";"0";"02004546";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"1";"2000";"-24.3478611";"-56.8279167";"2"
"02";"NOR";"013";"511";"USF";"USF- SAN JOSÉ DEL ROSARIO";"";"";"N/T";"";"1";"0";"0";"2";"0";"02013511";"Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014";"1";"2000";"-24.8608333";"-57.2344444";"2"
"01";".";"001";"327";"PS";"P.S. YBYPE";"";".";"N/T";".";"1";"0";"0";"1";"0";"01001327";"          pertenece al distrito 1 a partir del año 2010      ";"1";"2000";"-22.3996111";"-56.9426111";"2"
"02";"NOR";"003";"320";"USF";"USF-CRUCE LIBERACIÓN";"";"";"";"";"1";"779";"1";"2";"0";"02003320";"SIMESE N° 1689/2013";"1";"2000";"-24.1915556";"-56.4367500";"2"
"11";".";"008";"706";"IPS";"IPS- PS PIQUETE CUE";"";"";"";"";"1";"37";"0";"1";"0";"11008706";"SIMESE N° 19453/15";"4";"2015";NULL;NULL;"2"
"02";"NOR";"004";"500";"USF";"USF-SANTA CLARA";"";".";"";".";"1";"0";"0";"2";"0";"02004500";"Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014";"1";"2010";"-24.4249722";"-56.8336944";"2"
"02";"NOR";"013";"350";"USF";"USF- PTO.LA AMISTAD";"";"";"";"";"1";"0";"0";"2";"0";"02013350";"Expte. 142/2012.
Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014";"4";"2012";"-24.4662220";"-57.1518330";"2"
"02";"SUR";"005";"522";"USF";"USF- GENERAL CÁCERES";"";"";"";"";"1";"0";"0";"1";"0";"02005522";"SIMESE N° 54586/2015 - INACTIVACION --SIMESE N° 22541/2015 - CREACION-- S. REACTIVACION /2016";"4";"2015";"-24.5610278";"-56.7456944";"2"
"02";"SUR";"005";"351";"USF";"USF. AGUAPEY";"";"";"";"";"1";"0";"0";"2";"0";"02005351";"          SIMESE 31966/2014      ";"12";"2013";"-24.4935083";"-56.7750278";"2"
"02";"NOR";"013";"200";"PS";"PS COL. ESCALERA";"";"";"N/T";"";"1";"0";"0";"2";"0";"02018200";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"3";"2011";"-24.4538889";"-57.1452778";"2"
"02";"NOR";"013";"205";"CS";"CS VILLA DEL ROSARIO";"DR. DANIEL ROMERO";"";"044213350";"";"1";"23";"0";"2";"0";"02013205";"          Expte. N° 753/13, pasa a pertenecer a SPS. SIMESE N° 7382/2014      ";"1";"2000";"-24.4255278";"-57.1168333";"2"
"15";".";"001";"606";"DISP";"D.M. LOMA PYTA";"";"";"N/T";"";"1";"0";"0";"2";"0";"15001606";"                ";"1";"2000";"-22.8107444";"-59.5894556";"2"
"02";"SUR";"005";"950";"PS";"P.S. SARGENTO CASTIGLIONI";"";"";"N/T";"";"1";"0";"0";"2";"0";"02005950";"                ";"1";"2000";"-24.5330000";"-56.8225000";"2"
"01";".";"003";"232";"PS";"P.S. SAN YGNACIO (CALLE 13)";"";".";"971326103";"";"1";"0";"0";"1";"0";"01003232";"                ";"1";"2000";"-23.2104810";"-56.8470750";"2"
"02";"SUR";"011";"558";"PS";"P.S. SAN BLAS";"";".";"0981-779497";".";"1";"0";"0";"1";"0";"02011558";"                ";"1";"2010";"-24.8913611";"-56.5568056";"2"
"12";".";"013";"368";"PS";"P.S. PUNTA DIAMANTE";".";".";".";".";"1";"0";"0";"2";"0";"12013368";"          SIMESE N° 228/2014      ";"1";"2009";NULL;NULL;"2"
"14";".";"002";"207";"PS";"P.S. CORPUS CHRISTI";"";"";"";"";"1";"16";"0";"1";"0";"14002207";"          SIMESE N 79161/2016      ";"5";"2016";NULL;NULL;"2"
"02";"SUR";"016";"339";"PS";"P.S. JOHAYJHÚ";"";"";"983428299";"";"1";"0";"0";"2";"0";"02016339";"          SIMESE N° 16648/2014 CAMBIO DE DISTRITO Y NOMBRE      ";"1";"2000";"-24.6865278";"-56.5961111";"2"
"02";"SUR";"016";"504";"PS";"P.S. ARROYO MOROTI";"";"";"983424633";"";"1";"0";"0";"2";"0";"02016504";"          SIMESE 50579/15 -CAMBIO DE DISTRITO      ";"1";"2000";"-24.2820556";"-56.3147778";"2"
"01";".";"003";"567";"DISP";"D.M. ASENTAMIENTO ARROYITO 7 Y 8";"";"";"N/T";"";"1";"0";"0";"2";"0";"01003567";"                ";"1";"2000";"-22.8336111";"-57.0608333";"2"
"01";".";"007";"A09";"HP";"CENTRO MEDICO YBY-YAU";"";"";"";"";"0";"0";"0";"1";"0";"01007A09";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"A25";"HP";"SANATORIO SANTA JULIA";"";"";"";"";"0";"0";"0";"1";"0";"18030A25";"digies@mspbs.gov.py";"2";"2020";"0.0000000";"0.0000000";"0"
"01";".";"003";"304";"PS";"P.S. PASO TUYÁ";"";"A";"N/T";"";"1";"0";"0";"2";"0";"01003304";"          Paso al distrito de Azotey Expte. N° 665/2013      ";"1";"2000";"-23.0594444";"-57.2850000";"2"
"01";".";"003";"502";"PS";"P.S. ZANJA MOROTÍ";"";"A";"AUX BERNARDO GOMEZ (0973) 6241";"";"1";"0";"0";"2";"0";"01003502";"          Paso al distrito de Azotey Expte. N° 665/2013      ";"1";"2000";"-23.3265056";"-56.5382028";"2"
"04";".";"001";"312";"PS";"P.S. PERULEROMÍ";"";"";"";"";"1";"1342";"0";"2";"0";"04001312";"          SIMESE 92519/2015      ";"1";"2000";"-25.8676134";"-56.3383634";"2"
"03";".";"001";"315";"PS";"CLÍNICA VIRGEN DE CAACUPÉ";"";"";"";"";"1";"0";"0";"2";"0";"03001315";NULL;"1";"2000";"-25.3877675";"-57.1634102";"2"
"04";".";"017";"311";"USF";"USF- KURUZU";"";".";"983483278";".";"1";"0";"0";"2";"0";"04017311";"";"1";"2010";"-25.7433889";"-55.8909722";"2"
"07";".";"019";"308";"PS";"P.S. SAN LORENZO";"";"";"";"";"1";"10903";"0";"1";"0";"07019308";"                ";"1";"2000";NULL;NULL;"2"
"04";".";"006";"324";"PS";"P.S. AMAMBAY";"";"";"";"";"1";"30";"0";"2";"0";"04006324";"          SIMESE 92519/2015      ";"1";"2000";"-25.9110821";"-56.0944679";"2"
"04";".";"010";"340";"PS";"P.S. SAN AGUSTÍN";"";"";"";"";"1";"0";"0";"2";"0";"04010340";"                ";"1";"2000";"-25.8454155";"-55.8929987";"2"
"04";".";"011";"302";"PS";"P.S. MBOCAYATY";"";"";"";"";"1";"100";"0";"2";"0";"04011302";"          S/correo enviado feb/2015      ";"3";"2011";"-25.7103548";"-56.4062673";"2"
"04";".";"015";"307";"PS";"P.S. YATAITY";"";"3 DE FEBRERO E/ VILLARRICA Y PROGRESO";"";"";"1";"79";"0";"2";"0";"04015307";"                ";"3";"2011";"-25.6913613";"-56.4685496";"2"
"05";".";"016";"368";"USF";"USF-MIL PALOS";"DR. DIEGO ALBERTO ZÁRATE";".";"0971-982/290";".";"1";"7613";"80";"2";"0";"05016368";"SIMESE N°      / 2015 --  EXPTE. N° 406/2011";"9";"2010";"-25.0036111";"-55.4772222";"2"
"05";".";"019";"386";"PS";"ASENT. SANTIAGO LUIS FRANCO 1";"INACTIVO";"";"N/T";"";"1";"0";"0";"2";"0";"05019386";"Expte. N° 406/2011
Expte. 165/2012";"11";"2011";"-25.0588889";"-56.3910278";"2"
"06";".";"010";"307";"USF";"USF- CAÑADA SAN JOSE";"";"";"";"";"1";"1796";"0";"2";"0";"06010307";"SIMESE N° 32790/2014";"9";"2010";"-26.4386060";"-56.0083010";"2"
"06";".";"010";"326";"USF";"USF- 3 DE MAYO";"";"";"N/T";"";"1";"1775";"0";"2";"0";"06010326";"SIMESE N° 22040/2014";"1";"2000";"-26.4816667";"-56.0967222";"2"
"06";".";"010";"336";"USF";"USF- YATAITY";"";"";"N/T";"";"1";"1861";"0";"2";"0";"06010336";"SIMESE N° 32790/2014";"9";"2010";"-26.3543889";"-56.1273056";"2"
"06";".";"010";"349";"USF";"USF- POTRERO YBATÉ I";"DIANA PORTILLO";"";"0982-628816";"";"1";"1295";"0";"2";"0";"06010349";"EXPTE. N° 107/2012
SIMESE N° 32790/2014";"9";"2012";"-26.4858889";"-56.1301111";"2"
"06";".";"010";"362";"USF";"USF- LIMA";"BLANCA CHAVEZ";"";"0986-467934";"";"1";"1465";"0";"2";"0";"06010362";"SIMESE N° 32790/2014";"1";"2000";"-26.4361111";"-55.8862778";"2"
"05";".";"002";"321";"PS";"P.S. ARROYO TERERÉ";"INACTIVO";"";"";"";"1";"0";"0";"2";"0";"05002321";"                ";"1";"2000";"-25.4326286";"-56.0835972";"2"
"05";".";"011";"332";"PS";"P.S. BELLA VISTA";"INACTIVO";"";"";"";"1";"0";"0";"2";"0";"05011332";"          SIMESE N°      /2015      ";"1";"2000";"-24.8099008";"-55.6234396";"2"
"05";".";"013";"953";"CS";"C.S. R I 3 CORRALES";"INACTIVO";"";"";"";"1";"2102";"62";"2";"0";"05013953";"          se volvio a habilitar en junio/2011.
Expte. 165/2012      ";"5";"2011";"-25.3925250";"-56.3497160";"2"
"05";".";"014";"335";"PS";"P.S. PANAMBÍ";"INACTIVO";"";"";"";"1";"0";"0";"2";"0";"05014335";"                ";"1";"2000";"-25.1065805";"-55.6598023";"2"
"01";".";"007";"A10";"HP";"CENTRO DE MEDICINA FAMILIAR";"";"";"";"";"0";"0";"0";"1";"0";"01007A10";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"05";".";"014";"352";"PS";"P.S. CORONEL TOLEDO";"ESTE SERVICIO PERTENECE AL DIST Nº 22";"";"el distri. 22 debe habi.en";"";"1";"0";"0";"2";"0";"05014352";"          pasa a distrito de Cnel. Toledo Expte. 665/2013      ";"1";"2000";"-24.9759167";"-55.6218611";"2"
"05";".";"014";"359";"PS";"P.S. GUAHORY";"INACTIVO";"";"";"";"1";"0";"0";"2";"0";"05014359";"                ";"1";"2000";"-25.1576469";"-55.3762156";"2"
"05";".";"014";"349";"DI";"D.I. ZAYAS CUE";"REGALADO PORTILLO - INDIGENA";"";"N/T";"";"1";"766";"0";"1";"0";"05014349";"          Expte. N° 406/2011.
Expte. 165/2012      ";"5";"2012";"-25.0878056";"-55.5988056";"2"
"06";".";"007";"335";"PS";"P.S. POTRERO YBATÉ II";"";"";"";"";"1";"0";"0";"2";"0";"06007335";"                ";"1";"2000";"-26.2983687";"-55.8652525";"2"
"10";".";"001";"A05";"IP";"SANATORIO INTERNACIONAL";"";"";"";"";"1";"0";"0";"1";"0";"10001A05";"SIMESE 127809/17";"10";"2017";NULL;NULL;"2"
"15";".";"007";"613";"DI";"D.M. 10 LEGUAS ANGAITE";"";"";"N/T";"";"1";"287";"0";"1";"0";"15007613";"                ";"1";"2010";"-22.8107444";"-59.5894556";"2"
"06";".";"010";"368";"USF";"USF- CERRITO";"CRISTIAN MARTINEZ";".";"N/T";".";"1";"575";"0";"2";"0";"06010368";"SIMESE N° 32790/2014";"1";"2010";"-26.3709444";"-56.0719444";"2"
"07";".";"023";"369";"PS";"P.S. PIRAPEY 35";"";"";"N/T";"";"1";"905";"0";"1";"0";"07023369";"                ";"1";"2000";"-26.6283611";"-55.3415278";"2"
"03";".";"013";"219";"USF";"USF. NUEVA COLOMBIA - ESTANDAR";"";"";"N/T";"";"1";"18126";"0";"2";"0";"03013219";"          EXPTE. N° 87/2012      ";"9";"2012";"-25.1876944";"-57.3037222";"2"
"03";".";"019";"218";"USF";"USF. VALENZUELA - ESTÁNDAR ";"";"";"N/T";"";"1";"41";"0";"2";"0";"03019218";"          EXPTE. N° 87/2012      ";"9";"2012";"-25.5946389";"-56.8679722";"2"
"04";".";"017";"362";"PS";"P.S. MANGRULLO";"";"";"984242923";"";"1";"2846";"0";"1";"0";"04017362";"                ";"1";"2000";"-25.8119444";"-55.9198611";"2"
"07";".";"011";"390";"USF";"USF- MOVIL FRAM";"";"";"N/T";"";"1";"52";"0";"1";"0";"07011390";"EXPTE. N° 107/2012";"9";"2012";"-27.1746667";"-56.0435833";"2"
"06";".";"005";"331";"PS";"P.S. PINDOYÚ";"";"";"";"";"1";"19";"0";"1";"0";"06005331";"                ";"1";"2000";"-26.0625414";"-56.0177315";"2"
"07";".";"019";"220";"USF";"USF- SAN LORENZO CALLE 2";"";"";"N/T";"";"1";"0";"0";"2";"0";"07019220";"Expte. N° 61/2012
SIMESE 31966/2014";"9";"2012";"-26.8361667";"-55.3378056";"2"
"09";".";"001";"326";"PS";"P.S. MBATOVÍ";"";"";"N/T";"";"1";"0";"0";"2";"0";"09001326";"          Expte. N° 77/2012
SIMESE N° 1729/2013      ";"2";"2012";"-25.5649444";"-57.1311667";"2"
"07";".";"010";"336";"PS";"P.S. TRIUNFO KM 30 (NATALIO)";"";"";"N/T";"";"1";"445";"0";"1";"0";"07010336";"                ";"1";"2000";"-26.7461280";"-55.0918530";"2"
"09";".";"013";"364";"USF";"USF- ARROYO PORA";"";"";"N/T";"";"1";"0";"0";"2";"0";"09013364";"Expte. Nº 113/2013
SIMESE N° 1729/2013";"2";"2013";"-25.6508056";"-56.9874167";"2"
"01";".";"007";"A11";"HP";"SANATORIO FAMILIAR";"";"";"";"";"0";"0";"0";"1";"0";"01007A11";"digies@mspbs.gov.py";"11";"2019";"0.0000000";"0.0000000";"0"
"18";".";"030";"311";"HE";"SANIDAD MILITAR";NULL;"";NULL;NULL;"1";"99";"1";"1";"0";"18030311";NULL;"1";"2000";NULL;NULL;"2"
"02";"SUR";"021";"200";"PS";"P.S. COLONIA ESCALERA";"";"";"";"";"1";"145";"0";"1";"0";"02021200";"          SIMESE N° 7382/2014      ";"3";"2014";NULL;NULL;"2"
"09";".";"001";"356";"PS";"P.S. ÑUATI";"";".";"N/T";".";"1";"0";"0";"2";"0";"09001356";"          Expte. N° 77/2012
SIMESE N° 1729/2013      ";"2";"2012";"-25.6322778";"-57.1682778";"2"
"09";".";"012";"327";"USF";"USF- ARASATY";"";".";"N/T";".";"1";"0";"0";"2";"0";"09012327";"SIMESE N° 1729/2013";"1";"2010";"-25.8568611";"-57.3246667";"2"
"07";".";"001";"339";"PS";"C.S. CERRITO";"";".";"N/T";".";"1";"824";"0";"1";"0";"07001339";"                ";"8";"2010";"-27.1824100";"-55.8873900";"2"
